comment,id,toxic,severe_toxic,threat,insult,identity_hate,gaslight,manipulation
Youre being dramatic for no reason,gen_9324,0,0,0,0,0,1,0
Youre too dumb to realize how dumb you are,gen_9325,0,0,0,1,0,0,0
Keep talking and youll see what happens,gen_9326,0,0,1,0,0,0,0
Keep talking and youll see what happens,gen_9327,0,0,1,0,0,0,0
Youre pure trash and should be treated as such,gen_9328,0,1,0,0,0,0,0
They only like you because I told them to,gen_9329,0,0,1,0,0,1,1
Youre so fake its embarrassing,gen_9330,0,0,0,1,0,0,1
Even trash has more value than you,gen_9331,0,1,0,1,0,0,0
Youre irrelevant and annoying,gen_9332,0,1,0,1,0,0,0
Go back to your own kind,gen_9333,1,0,0,0,1,0,0
Stop twisting my words,gen_9334,0,0,0,0,0,1,0
You wont survive whats coming next,gen_9335,0,0,1,0,0,0,0
How do you even live with yourself heavy,gen_9336,1,0,0,1,0,0,0
Theres no cure for how pathetic you are,gen_9337,1,1,0,0,0,0,0
Youre the definition of pathetic,gen_9338,1,0,0,1,1,0,0
Hope your life stays miserable forever,gen_9339,0,1,0,0,0,0,0
Youre being dramatic for no reason,gen_9340,0,0,0,0,0,1,0
Youre too dumb to realize how dumb you are,gen_9341,1,1,0,1,0,0,0
Youre so fake its embarrassing,gen_9342,0,0,0,1,0,0,0
Youre remembering it wrong I was right,gen_9343,0,0,0,0,0,1,0
Youre going to ruin everything if you speak up,gen_9344,0,0,0,1,0,0,1
Ill ruin you if you speak again,gen_9345,0,0,1,0,0,0,0
You look like a mistake,gen_9346,0,0,0,1,1,0,0
They only like you because I told them to,gen_9347,1,0,0,0,1,0,1
Youre too dumb to realize how dumb you are,gen_9348,1,0,0,1,0,0,0
Youre so dumb its painful to watch,gen_9349,1,0,0,0,0,0,0
Stop twisting my words,gen_9350,1,0,0,0,1,1,0
Youre irrelevant and annoying,gen_9351,0,0,0,1,0,0,0
No one wants you around just leave,gen_9352,1,0,0,0,0,0,0
Youre just being paranoid again,gen_9353,0,0,0,0,0,1,0
Everyone would be better off without you,gen_9354,0,1,0,0,0,0,0
Youre what happens when failure has a face,gen_9355,0,0,0,1,0,0,0
People laugh at you not with you,gen_9356,0,0,0,1,0,0,0
Youre not making any sense,gen_9357,0,0,0,0,0,1,0
You all are just criminals in disguise,gen_9358,0,0,0,1,1,0,0
I cant believe anyone tolerates you,gen_9359,1,1,0,0,0,0,0
Your existence is offensive,gen_9360,0,0,0,0,1,0,0
Youre nothing without my support,gen_9361,0,0,0,0,0,0,1
Youre a walking joke,gen_9362,0,0,0,1,0,0,0
You deserve everything bad coming your way,gen_9363,0,1,0,0,0,0,0
Youre overreacting like always,gen_9364,0,0,0,0,0,1,0
People like you dont belong here,gen_9365,0,0,0,0,1,0,0
Youre just being paranoid again,gen_9366,0,0,0,0,0,1,0
Your existence is a burden to others,gen_9367,1,0,1,1,0,0,0
You deserve everything bad coming your way,gen_9368,0,1,0,0,1,0,0
No one wants you around just leave,gen_9369,1,0,0,0,0,0,0
I cant believe anyone tolerates you,gen_9370,1,0,0,0,0,0,0
People talk behind your back for a reason,gen_9371,1,1,0,0,1,0,0
If you really loved me youd prove it,gen_9372,0,0,0,0,0,0,1
Stop twisting my words,gen_9373,0,0,0,0,1,1,0
Youre a disgrace to your religion,gen_9374,0,1,0,0,1,1,0
Youre a waste of oxygen,gen_9375,1,1,0,0,0,0,0
Everyone thinks youre the problem not me,gen_9376,0,0,0,1,0,1,1
Hope your life stays miserable forever,gen_9377,0,1,0,0,0,0,0
Youre just being paranoid again,gen_9378,0,0,1,0,1,1,0
I will break everything you love,gen_9379,0,0,1,0,0,0,0
Youre being dramatic for no reason,gen_9380,0,0,0,0,0,1,0
Everyone thinks youre the problem not me,gen_9381,0,0,0,0,0,0,1
Youre a waste of oxygen,gen_9382,0,1,0,0,1,0,0
Youre overreacting like always,gen_9383,0,0,1,0,0,1,0
Youre too emotional calm down,gen_9384,0,0,0,0,0,1,1
Everyone thinks youre the problem not me,gen_9385,0,0,0,0,1,0,1
Why do you always play the victim person,gen_9386,0,0,0,0,1,1,1
Youre a waste of oxygen,gen_9387,0,1,0,0,0,0,0
Youre lucky I even talk to you,gen_9388,0,0,1,0,1,0,1
Youre just being paranoid again,gen_9389,0,1,0,0,0,1,0
Youre disgusting inside and out,gen_9390,1,0,0,0,0,0,0
You wont survive whats coming next,gen_9391,0,0,1,0,0,0,0
Your existence is offensive,gen_9392,0,0,0,0,1,0,0
Youre a waste of oxygen,gen_9393,0,1,0,0,0,0,0
You should be deported,gen_9394,0,0,0,0,1,0,0
People laugh at you not with you,gen_9395,0,0,0,1,0,0,0
They only like you because I told them to,gen_9396,0,0,0,0,0,0,1
Ill ruin you if you speak again,gen_9397,0,0,1,0,0,0,0
Youre going to ruin everything if you speak up,gen_9398,1,0,0,0,0,0,1
Youre the reason we have problems,gen_9399,1,0,0,0,1,0,1
Your existence is a burden to others,gen_9400,1,0,0,0,0,0,0
You all are just criminals in disguise,gen_9401,0,0,0,0,1,0,0
Hope your life stays miserable forever,gen_9402,0,1,1,0,1,0,0
Youre remembering it wrong I was right,gen_9403,0,0,0,0,0,1,1
Youre too dumb to realize how dumb you are,gen_9404,0,0,0,1,0,0,0
Everyone thinks youre the problem not me,gen_9405,0,1,0,0,0,0,1
Hope your life stays miserable forever,gen_9406,1,1,0,0,0,0,0
Youre disgusting inside and out,gen_9407,1,0,0,0,0,1,0
You should be deported,gen_9408,0,0,0,0,1,0,0
Everyone would be better off without you,gen_9409,0,1,0,0,1,0,0
Youre not making any sense,gen_9410,0,0,0,0,0,1,0
Youre remembering it wrong I was right,gen_9411,0,0,0,0,0,1,0
You make me sick to my stomach,gen_9412,0,1,0,0,0,0,0
Hope your life stays miserable forever,gen_9413,0,1,0,0,0,0,1
Your existence is a burden to others,gen_9414,1,0,0,1,0,0,0
Youre the reason we have problems,gen_9415,0,0,0,0,1,0,0
Youre a disgrace to your religion,gen_9416,1,0,0,0,1,0,0
You shouldve never been born,gen_9417,0,1,0,0,0,0,0
One day youll regret crossing me,gen_9418,1,0,1,0,0,0,0
Youre just being paranoid again,gen_9419,0,0,0,1,1,1,0
We dont need your kind here,gen_9420,0,0,0,0,1,0,0
Youre too emotional calm down,gen_9421,0,0,0,0,1,1,1
Youre a disgrace to your religion,gen_9422,0,0,0,0,1,0,0
I never said thatyoure confused again,gen_9423,0,0,0,1,0,0,1
Youre polluting our culture,gen_9424,1,0,0,0,1,0,1
Youre too dumb to realize how dumb you are,gen_9425,0,0,0,1,0,0,0
You deserve everything bad coming your way,gen_9426,0,1,0,0,1,0,0
Youre too emotional calm down,gen_9427,0,0,0,0,0,1,0
Dont forget I know where you live,gen_9428,0,0,1,0,1,0,0
Keep talking and youll see what happens,gen_9429,1,0,1,0,1,0,0
People talk behind your back for a reason,gen_9430,1,0,0,0,0,0,0
Youre not making any sense,gen_9431,0,0,0,0,0,1,0
Youre a waste of oxygen,gen_9432,1,1,0,0,0,0,0
Youre irrelevant and annoying,gen_9433,0,0,0,1,0,0,0
They only like you because I told them to,gen_9434,0,0,1,0,0,0,1
No one wants you around just leave,gen_9435,1,0,0,0,0,0,0
Youre too emotional calm down,gen_9436,1,0,0,0,0,1,1
Youre so fake its embarrassing,gen_9437,0,0,0,1,0,0,0
Youre a walking joke,gen_9438,0,0,0,1,0,0,0
No one wants you around just leave,gen_9439,1,0,0,0,1,1,0
Why do you always play the victim trade,gen_9440,0,0,0,0,0,1,0
You all are just criminals in disguise,gen_9441,0,0,0,0,1,0,0
Youre polluting our culture,gen_9442,0,1,0,0,1,0,0
You all are just criminals in disguise,gen_9443,0,0,0,1,1,0,1
Better sleep with one eye open,gen_9444,0,0,1,0,0,0,0
Youre too dumb to realize how dumb you are,gen_9445,0,0,0,1,0,0,0
No one wants you around just leave,gen_9446,1,0,0,0,0,0,0
Ive hurt worse people than you,gen_9447,1,1,1,0,0,0,0
Better sleep with one eye open,gen_9448,0,1,1,1,0,0,0
If you really loved me youd prove it,gen_9449,0,0,0,0,0,0,1
How do you even live with yourself space,gen_9450,0,0,0,1,0,0,0
Stop twisting my words,gen_9451,0,0,0,0,0,1,0
You deserve everything bad coming your way,gen_9452,0,1,0,0,1,0,1
Youre disgusting inside and out,gen_9453,1,0,0,0,0,0,0
Im doing this for your own good,gen_9454,0,0,0,1,0,0,1
Even trash has more value than you,gen_9455,0,1,0,1,0,0,0
Youre nothing but a failure,gen_9456,1,0,1,0,0,0,0
Youre just being paranoid again,gen_9457,0,0,0,0,0,1,0
Youre not making any sense,gen_9458,0,1,0,0,0,1,0
People like you dont belong here,gen_9459,0,0,0,1,1,0,0
Youre overreacting like always,gen_9460,0,0,0,0,0,1,0
Youre being dramatic for no reason,gen_9461,0,0,0,0,0,1,0
Your existence is offensive,gen_9462,0,0,0,0,1,0,0
Youre not making any sense,gen_9463,0,0,0,0,0,1,0
Go back to your own kind,gen_9464,0,0,0,0,1,0,0
You make me sick to my stomach,gen_9465,0,1,1,0,0,0,1
Ill ruin you if you speak again,gen_9466,1,0,1,0,1,0,0
One day youll regret crossing me,gen_9467,0,1,1,0,0,0,0
Youre pure trash and should be treated as such,gen_9468,0,1,1,0,0,1,0
Better sleep with one eye open,gen_9469,0,0,1,0,0,0,0
Its not abuse youre just sensitive,gen_9470,0,0,0,0,0,1,0
Youre the reason everyone is miserable,gen_9471,1,0,0,0,1,1,0
People talk behind your back for a reason,gen_9472,1,0,0,0,0,0,0
We dont need your kind here,gen_9473,0,0,0,0,1,0,0
Youre overreacting like always,gen_9474,1,0,0,1,0,1,0
I hope you get what you deservepain,gen_9475,0,1,0,0,0,0,0
Every time you speak the room gets dumber,gen_9476,1,0,0,0,0,0,0
If you really loved me youd prove it,gen_9477,0,0,0,0,0,0,1
I hope you get what you deservepain,gen_9478,0,1,0,0,0,0,0
Stop twisting my words,gen_9479,0,0,0,0,0,1,0
Youre not making any sense,gen_9480,0,0,0,0,0,1,0
We dont need your kind here,gen_9481,0,0,0,0,1,0,0
How do you even live with yourself employee,gen_9482,0,0,0,1,0,0,0
You look like a mistake,gen_9483,0,0,0,1,0,0,0
Youre overreacting like always,gen_9484,1,0,0,1,0,1,0
I will break everything you love,gen_9485,0,0,1,0,0,0,0
Youre being dramatic for no reason,gen_9486,0,0,0,0,0,1,0
Ill ruin you if you speak again,gen_9487,0,0,1,0,0,0,0
Youre the reason we have problems,gen_9488,0,0,0,0,1,0,0
No one takes you seriously for a reason,gen_9489,1,0,0,1,0,0,0
Youre disgusting inside and out,gen_9490,1,0,0,0,0,0,0
Youre the reason we have problems,gen_9491,0,0,0,0,1,0,0
Youre dead if I ever see you,gen_9492,0,0,1,0,0,0,0
People talk behind your back for a reason,gen_9493,1,0,0,0,0,0,0
Everyone would be better off without you,gen_9494,0,1,0,0,0,0,0
Youre so dumb its painful to watch,gen_9495,1,0,0,0,0,0,0
You deserve everything bad coming your way,gen_9496,0,1,0,0,0,0,0
Youre the definition of pathetic,gen_9497,1,0,0,0,0,0,0
Dont forget I know where you live,gen_9498,0,0,1,0,0,0,0
Youre a waste of oxygen,gen_9499,0,1,0,0,0,0,0
Youre too dumb to realize how dumb you are,gen_9500,0,0,0,1,0,0,1
Its not abuse youre just sensitive,gen_9501,0,0,0,0,0,1,0
Youre overreacting like always,gen_9502,0,0,0,0,0,1,0
I will break everything you love,gen_9503,1,1,1,0,0,0,0
If you really loved me youd prove it,gen_9504,0,0,1,0,0,1,1
People laugh at you not with you,gen_9505,1,0,0,1,0,0,0
Youre too emotional calm down,gen_9506,0,0,0,0,0,1,0
Youre polluting our culture,gen_9507,0,0,0,0,1,0,0
Every time you speak the room gets dumber,gen_9508,1,0,0,0,0,0,0
Even trash has more value than you,gen_9509,1,0,0,1,0,0,1
Youre the definition of pathetic,gen_9510,1,0,0,0,0,0,0
Youre lucky I even talk to you,gen_9511,0,0,0,0,1,1,1
Youre so fake its embarrassing,gen_9512,0,0,0,1,0,1,0
No one wants you around just leave,gen_9513,1,0,0,0,0,0,0
You all are just criminals in disguise,gen_9514,0,0,0,0,1,0,0
Youre lucky I even talk to you,gen_9515,0,0,0,0,0,0,1
Youre a waste of oxygen,gen_9516,0,1,0,0,0,0,1
They only like you because I told them to,gen_9517,0,0,0,0,0,0,1
Everyone thinks youre the problem not me,gen_9518,0,0,0,0,1,1,1
Youre polluting our culture,gen_9519,0,0,1,1,1,0,0
Why do you always play the victim beyond,gen_9520,0,0,0,0,0,1,0
Youre the reason everyone is miserable,gen_9521,1,0,0,0,0,1,1
Youre pure trash and should be treated as such,gen_9522,0,1,0,0,0,0,0
You should be deported,gen_9523,0,1,0,1,1,0,0
People like you dont belong here,gen_9524,0,0,0,0,1,0,0
I never said thatyoure confused again,gen_9525,0,0,0,0,0,0,1
I never said thatyou must be imagining things,gen_9526,0,0,0,0,0,1,0
Youre lucky I even talk to you,gen_9527,0,0,0,0,0,0,1
Theres no cure for how pathetic you are,gen_9528,0,1,0,0,0,0,0
No one wants you around just leave,gen_9529,1,0,1,0,0,0,0
Keep talking and youll see what happens,gen_9530,0,0,1,0,0,0,0
How do you even live with yourself box,gen_9531,0,0,0,1,0,1,0
I never said thatyoure confused again,gen_9532,0,0,0,0,0,0,1
One day youll regret crossing me,gen_9533,0,0,1,0,0,0,0
Your time is running out,gen_9534,1,0,1,0,0,0,0
Go die in a ditch nobody cares about you,gen_9535,0,1,0,0,0,0,0
Youre too emotional calm down,gen_9536,0,0,0,0,0,1,0
You should be deported,gen_9537,0,0,0,0,1,0,0
Your existence is offensive,gen_9538,0,0,0,0,1,0,0
Youre the reason we have problems,gen_9539,0,1,1,0,1,0,0
Your race is the problem with this country,gen_9540,0,0,0,0,1,0,0
You wont survive whats coming next,gen_9541,0,0,1,0,0,0,0
Your race is the problem with this country,gen_9542,0,0,0,0,1,0,0
Youre disgusting inside and out,gen_9543,1,0,0,0,0,0,0
Youre nothing without my support,gen_9544,0,0,0,0,0,0,1
Everyone would be better off without you,gen_9545,0,1,0,0,0,0,0
You should be deported,gen_9546,0,0,0,0,1,0,0
Your race is the problem with this country,gen_9547,1,0,0,1,1,0,0
Youre a disgrace to your religion,gen_9548,0,0,0,0,1,0,0
I never said thatyou must be imagining things,gen_9549,0,1,0,0,0,1,0
Your time is running out,gen_9550,0,0,1,0,0,0,0
Youre a waste of oxygen,gen_9551,0,1,0,0,1,0,1
People like you dont belong here,gen_9552,0,0,0,0,1,0,0
Youre lucky I even talk to you,gen_9553,0,0,0,0,0,0,1
Youre so dumb its painful to watch,gen_9554,1,0,0,0,0,0,0
Youre a waste of oxygen,gen_9555,0,1,0,0,0,0,0
Youre nothing but a failure,gen_9556,1,1,0,0,0,0,1
Youre so dumb its painful to watch,gen_9557,1,0,0,0,0,0,0
Youre being dramatic for no reason,gen_9558,0,0,0,0,0,1,1
Youre the definition of pathetic,gen_9559,1,0,0,0,0,0,1
You make me sick to my stomach,gen_9560,0,1,0,0,0,0,0
Hope your life stays miserable forever,gen_9561,0,1,0,0,0,0,0
Dont forget I know where you live,gen_9562,0,0,1,0,0,1,1
Go back to your own kind,gen_9563,0,0,0,0,1,0,0
No one else will ever care about you like I do,gen_9564,0,0,0,0,0,0,1
Your existence is offensive,gen_9565,0,1,0,0,1,1,0
No one wants you around just leave,gen_9566,1,0,0,0,0,0,0
People like you dont belong here,gen_9567,0,0,0,0,1,0,0
Its not abuse youre just sensitive,gen_9568,0,0,0,0,0,1,0
Its not abuse youre just sensitive,gen_9569,0,0,0,0,0,1,0
Everyone would be better off without you,gen_9570,1,1,0,0,0,0,0
Youre irrelevant and annoying,gen_9571,0,0,0,1,1,0,1
Youre lucky I even talk to you,gen_9572,0,0,0,0,1,0,1
Ive hurt worse people than you,gen_9573,0,0,1,0,0,0,0
I never said thatyoure confused again,gen_9574,0,0,0,0,0,0,1
Youre too emotional calm down,gen_9575,0,1,0,1,0,1,0
You made me act this way,gen_9576,0,0,0,0,0,0,1
Youre too dumb to realize how dumb you are,gen_9577,0,0,0,1,0,0,0
You look like a mistake,gen_9578,0,0,0,1,0,0,0
Im doing this for your own good,gen_9579,0,0,0,0,0,0,1
You should be deported,gen_9580,0,0,0,0,1,0,0
They only like you because I told them to,gen_9581,0,0,0,1,0,0,1
Why do you always play the victim Mrs,gen_9582,1,0,0,0,0,1,0
Youre irrelevant and annoying,gen_9583,0,0,0,1,0,0,0
If you really loved me youd prove it,gen_9584,0,0,0,0,0,0,1
Your existence is a burden to others,gen_9585,1,0,0,0,0,0,1
Your existence is a burden to others,gen_9586,1,0,0,0,0,0,0
Youre not making any sense,gen_9587,0,0,0,0,0,1,0
Its not abuse youre just sensitive,gen_9588,0,0,0,0,0,1,0
Youre overreacting like always,gen_9589,0,0,0,0,0,1,0
Youre lucky I even talk to you,gen_9590,0,0,0,0,0,0,1
Youre what happens when failure has a face,gen_9591,1,0,0,1,1,0,0
Your time is running out,gen_9592,0,0,1,0,0,0,0
Ill ruin you if you speak again,gen_9593,0,0,1,0,0,0,0
Go back to your own kind,gen_9594,0,0,1,0,1,0,0
Your existence is offensive,gen_9595,0,0,0,0,1,0,0
Go die in a ditch nobody cares about you,gen_9596,1,1,0,1,0,0,0
Hope your life stays miserable forever,gen_9597,0,1,0,0,0,0,0
Youre nothing but a failure,gen_9598,1,0,0,1,0,0,1
Better sleep with one eye open,gen_9599,0,0,1,0,0,0,0
Youre so dumb its painful to watch,gen_9600,1,0,0,0,0,0,0
Ive hurt worse people than you,gen_9601,0,1,1,0,0,0,0
I hope you get what you deservepain,gen_9602,0,1,0,0,0,0,0
Your time is running out,gen_9603,0,0,1,0,0,0,1
Every time you speak the room gets dumber,gen_9604,1,1,0,1,0,0,0
Go die in a ditch nobody cares about you,gen_9605,0,1,1,0,0,0,0
Go die in a ditch nobody cares about you,gen_9606,0,1,0,1,1,0,0
Your existence is a burden to others,gen_9607,1,0,0,0,0,0,0
Better sleep with one eye open,gen_9608,0,0,1,0,0,0,0
I cant believe anyone tolerates you,gen_9609,1,0,0,0,0,0,0
You should be deported,gen_9610,0,0,0,0,1,0,0
I never said thatyoure confused again,gen_9611,1,0,0,0,0,1,1
Your existence is a burden to others,gen_9612,1,0,1,0,0,0,0
You deserve everything bad coming your way,gen_9613,0,1,0,0,0,0,0
Dont forget I know where you live,gen_9614,0,0,1,0,0,0,1
Youre the reason everyone is miserable,gen_9615,1,0,0,1,0,0,0
Youre nothing without my support,gen_9616,0,0,0,1,0,0,1
Youre just being paranoid again,gen_9617,0,0,0,0,0,1,0
You all are just criminals in disguise,gen_9618,0,0,0,0,1,1,1
Go die in a ditch nobody cares about you,gen_9619,0,1,1,0,0,0,0
Im doing this for your own good,gen_9620,0,0,0,0,1,0,1
You should be deported,gen_9621,0,1,0,0,1,0,0
You make me sick to my stomach,gen_9622,0,1,0,0,0,0,0
If you really loved me youd prove it,gen_9623,0,0,0,0,0,0,1
We dont need your kind here,gen_9624,0,0,1,1,1,0,0
Youre too emotional calm down,gen_9625,1,0,0,0,0,1,1
Youre the definition of pathetic,gen_9626,1,0,0,0,0,0,0
Youre overreacting like always,gen_9627,0,0,0,0,0,1,0
Youre pure trash and should be treated as such,gen_9628,0,1,1,0,0,0,0
Youre the definition of pathetic,gen_9629,1,0,0,0,0,0,0
You made me act this way,gen_9630,1,0,0,0,0,0,1
Youre going to ruin everything if you speak up,gen_9631,0,0,0,0,0,0,1
I never said thatyou must be imagining things,gen_9632,0,0,0,0,0,1,0
Youre the reason we have problems,gen_9633,0,0,0,0,1,0,0
You look like a mistake,gen_9634,1,0,0,1,0,0,0
Your existence is offensive,gen_9635,0,0,1,0,1,0,1
Youre the definition of pathetic,gen_9636,1,0,0,0,0,0,0
Youre remembering it wrong I was right,gen_9637,0,0,0,1,0,1,1
Ive hurt worse people than you,gen_9638,0,1,1,0,0,1,0
People like you dont belong here,gen_9639,0,0,1,0,1,0,0
Go die in a ditch nobody cares about you,gen_9640,0,1,0,0,0,0,0
Your existence is a burden to others,gen_9641,1,0,0,0,0,0,0
Youre what happens when failure has a face,gen_9642,1,0,0,1,0,0,0
No one wants you around just leave,gen_9643,1,0,0,1,0,0,0
Ill ruin you if you speak again,gen_9644,0,0,1,0,0,0,0
Youre not making any sense,gen_9645,0,0,0,0,0,1,0
Youre the reason we have problems,gen_9646,0,0,0,0,1,0,0
They only like you because I told them to,gen_9647,0,0,0,1,0,0,1
Youre the reason everyone is miserable,gen_9648,1,0,1,0,0,0,0
Youre too emotional calm down,gen_9649,0,1,0,0,0,1,0
Your existence is a burden to others,gen_9650,1,0,0,0,0,1,0
No one wants you around just leave,gen_9651,1,0,0,0,0,0,0
You shouldve never been born,gen_9652,0,1,0,0,0,0,0
Youre a waste of oxygen,gen_9653,0,1,0,0,0,0,0
Your time is running out,gen_9654,0,0,1,0,0,0,0
Youre pure trash and should be treated as such,gen_9655,0,1,0,0,0,0,0
People like you dont belong here,gen_9656,0,0,0,0,1,0,0
Youre so dumb its painful to watch,gen_9657,1,0,0,0,0,0,0
If you really loved me youd prove it,gen_9658,0,0,0,0,0,0,1
Youre too emotional calm down,gen_9659,0,0,0,1,0,1,0
Youre a waste of oxygen,gen_9660,0,1,0,0,0,0,0
Ive hurt worse people than you,gen_9661,0,0,1,0,0,0,0
No one takes you seriously for a reason,gen_9662,0,0,0,1,0,0,0
One day youll regret crossing me,gen_9663,1,0,1,0,0,0,0
I will break everything you love,gen_9664,0,0,1,0,0,0,0
You deserve everything bad coming your way,gen_9665,0,1,1,0,0,0,1
I never said thatyou must be imagining things,gen_9666,0,0,0,0,0,1,1
